animal_project_code,station_name,latitude,longitude,habitat_type,habitat_type2,habitat_type3
2019_grotenete,ru-1,51.082273,4.366215,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,me-7-2b,51.1008,4.330483,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,s-9a,51.19068,4.33602,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-10a,51.235423,4.396673,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ak-41,51.239128,4.397469,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-12,51.30305,4.28731,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-53A,51.411167,4.029233,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-borssele,51.43161667,3.704916667,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-WN2,51.428174,3.462181,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-8,51.14319,4.33078,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-8a,51.14222,4.32646,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-9,51.19069,4.32954,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-STD3,51.330504,4.270161,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-42A,51.42251303,4.032860596,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-HW6,51.43484,4.02702,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-18,51.3482621,3.8147323,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-16,51.3544901,3.795027,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-12A,51.3648799,3.765539,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-15,51.386465,3.7080085,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-6,51.3913098,3.7161726,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-7,51.11414,4.24123,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,s-6,51.12267069,4.21890556,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,ws-55,51.40221,4.02998,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-13,51.4071859,3.7080883,tidal_brackish,tidal_brackish,tidal
2019_grotenete,s-11,51.29646,4.2857,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-PVTSS,51.4018055,3.7089134,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-4,51.3970414,3.7153436,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-WZ,51.376167,3.178666667,marine,marine,marine
2019_grotenete,ws-F42,51.427986,4.034873,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-25A,51.352186,3.781008,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-25,51.351926,3.773559,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-23,51.3552573,3.7609896,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-A5,51.3584544,3.7454284,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-A3,51.3655375,3.734487,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-A1,51.3724995,3.7229828,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-15A,51.3805457,3.717259,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-TRAWL,51.437785,3.470347,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-53,51.41651283,4.027360624,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-11,51.41163,3.70746,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-OGDL,51.46395,3.51263,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-OG10,51.474675,3.510681,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-2C,51.4169613,3.7188079,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-WENDUINEBANKW,51.287167,2.879166667,marine,marine,marine
2019_grotenete,gn-8,51.070653,4.851284,freshwater,freshwater,freshwater
2019_grotenete,bpns-Trapegeer,51.14033333,2.573,marine,marine,marine
2019_grotenete,ws-W7,51.410173,3.454515,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-zbw2,51.359012,3.177194,marine,marine,marine
2019_grotenete,s-4c,51.07363,4.19007,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,s-4b,51.05593,4.20024,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,s-4a,51.03203,4.18166,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,s-5,51.09258,4.17083,tidal_freshwater,tidal_freshwater,tidal
2019_grotenete,bpns-Nauticaena,51.30056,2.869061,marine,marine,marine
2019_grotenete,bpns-Faulbaums,51.33519,2.602486,marine,marine,marine
2019_grotenete,ws-F53,51.41672,4.02487,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-12,51.37033,3.7511,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-Whitley,51.15116667,2.660333333,marine,marine,marine
2019_grotenete,ws-25B,51.3805457,3.717259,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-14,51.3601518,3.7798113,tidal_brackish,tidal_brackish,tidal
2019_grotenete,ws-PPC,51.3536136,3.7376409,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-WK12,51.461167,3.107,marine,marine,marine
2019_grotenete,ws-DL12,51.466175,3.502181,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-A1BIS,51.361333,2.967,marine,marine,marine
2019_grotenete,ws-DL7,51.471342,3.475013,tidal_brackish,tidal_brackish,tidal
2019_grotenete,bpns-Grafton,51.4064667,2.81851667,marine,marine,marine
2019_grotenete,CP_100m_base,51.5445954,2.9418213,marine,marine,marine
2019_grotenete,rel_grotenete1,51.144779,5.003906,freshwater,freshwater,freshwater
2019_grotenete,rel_grotenete2,51.139997,4.997392,freshwater,freshwater,freshwater
2019_grotenete,rel_grotenete3,51.138881,4.996931,freshwater,freshwater,freshwater
2017_fremur,F1,48.5626481,-2.0795972,freshwater,freshwater,freshwater
2017_fremur,F2,48.56322,-2.0790824,freshwater,freshwater,freshwater
2017_fremur,F3,48.5636697,-2.0788951,freshwater,freshwater,freshwater
2017_fremur,F4,48.5641765,-2.0788492,freshwater,freshwater,freshwater
2017_fremur,F5,48.5645998,-2.0790669,freshwater,freshwater,freshwater
2017_fremur,F6,48.56484265,-2.07960655,freshwater,freshwater,freshwater
2017_fremur,F7,48.5650855,-2.0801462,freshwater,freshwater,freshwater
2017_fremur,F8,48.5653218,-2.0805222,freshwater,freshwater,freshwater
2017_fremur,F9,48.5656499,-2.0810702,freshwater,freshwater,freshwater
2017_fremur,F10,48.5662115,-2.0816408,freshwater,freshwater,freshwater
2017_fremur,F11,48.5671059,-2.0811708,freshwater,freshwater,freshwater
2017_fremur,F12,48.5677951,-2.0814957,freshwater,freshwater,freshwater
2017_fremur,F13,48.5685506,-2.0817457,freshwater,freshwater,freshwater
2017_fremur,F15,48.5697487,-2.0838722,freshwater,freshwater,freshwater
2017_fremur,F14,48.5692092,-2.0827875,freshwater,freshwater,freshwater
2017_fremur,F16,48.570391,-2.0848718,freshwater,freshwater,freshwater
2017_fremur,F17,48.5709197,-2.0859962,freshwater,freshwater,freshwater
2017_fremur,F19,48.5711972,-2.0875173,freshwater,freshwater,freshwater
2017_fremur,F20,48.5710153,-2.0888171,freshwater,freshwater,freshwater
2017_fremur,F18,48.5725315,-2.0845636,freshwater,freshwater,freshwater
2017_fremur,F23,48.5703,-2.0916271,freshwater,freshwater,freshwater
2017_fremur,F22,48.5708606,-2.0903234,freshwater,freshwater,freshwater
2017_fremur,F21,48.572804,-2.0902,freshwater,freshwater,freshwater
2017_fremur,F26,48.570855,-2.094656,freshwater,freshwater,freshwater
2017_fremur,F25,48.5703243,-2.0931643,freshwater,freshwater,freshwater
2017_fremur,F24,48.5663244,-2.0924762,freshwater,freshwater,freshwater
2017_fremur,F27,48.5764351,-2.0978072,freshwater,freshwater,freshwater
2017_fremur,F28,48.5769283,-2.099336,freshwater,freshwater,freshwater
2017_fremur,F29,48.5763816,-2.1022033,freshwater,freshwater,freshwater
2017_fremur,F30,48.5771422,-2.1027529,freshwater,freshwater,freshwater
2017_fremur,F31,48.580934,-2.1078641,freshwater,freshwater,freshwater
2017_fremur,F32,48.582385,-2.1078699,freshwater,freshwater,freshwater
2017_fremur,F33,48.5873987,-2.1203978,freshwater,freshwater,freshwater
2017_fremur,F34,48.5884209,-2.1221963,freshwater,freshwater,freshwater
2017_fremur,rel_fremur,48.5661,-2.0806,freshwater,freshwater,freshwater
2015_phd_verhelst_eel,s-2,51.006648,3.77829,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-Wetteren,51.00164,3.85695,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-Wichelen,51.0168,3.92527,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-2a,51.02032,3.96965,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-3,51.0434,4.04783,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-Dendermonde,51.0362,4.108533,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-4b,51.05593,4.20024,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-4c,51.07363,4.19007,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-6,51.12267069,4.21890556,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-8,51.14319,4.33078,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-9,51.19069,4.32954,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-12,51.30305,4.28731,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-STD3,51.330504,4.270161,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-7,51.11414,4.24123,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-5,51.09258,4.17083,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,ak-41,51.239128,4.397469,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-Vlassenbroek,51.03955,4.16605,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-4a,51.03203,4.18166,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-9a,51.19068,4.33602,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-8a,51.14222,4.32646,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-11,51.29646,4.2857,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-4,51.04231,4.0945,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-10a,51.235423,4.396673,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ak-45,51.280982,4.329702,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-53A,51.411167,4.029233,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-53,51.41651283,4.027360624,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-42A,51.42251303,4.032860596,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-18,51.3482621,3.8147323,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-25B,51.3465544,3.800172,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-16,51.3544901,3.795027,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-14,51.3601518,3.7798113,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-12A,51.3648799,3.765539,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-6,51.3913098,3.7161726,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-4,51.3970414,3.7153436,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-PVTSS,51.4018055,3.7089134,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-DL9,51.465842,3.48868,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-DL7,51.471342,3.475013,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-55,51.40221,4.02998,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-2C,51.4169613,3.7188079,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-TRAWL,51.437785,3.470347,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-F42,51.42786,4.03246,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-HW6,51.43484,4.02702,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-11,51.41163,3.70746,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,s-1,51.023468,3.78826,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,ws-OGDL,51.46395,3.51263,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-OG10,51.474675,3.510681,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-SP3,51.459333,3.4718333,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-25A,51.352186,3.781008,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-25,51.351926,3.773559,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-23,51.3552573,3.7609896,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-A5,51.3584544,3.7454284,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-PPC,51.3536136,3.7376409,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-A3,51.3655375,3.734487,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-A1,51.3724995,3.7229828,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-15A,51.3805457,3.717259,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-15,51.386465,3.7080085,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-W6,51.41834,3.453181,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ak-47,51.345793,4.278738,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-WN2,51.428174,3.462181,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,bpns-WENDUINEBANKW,51.287167,2.879166667,marine,marine,marine
2015_phd_verhelst_eel,bpns-Whitley,51.15116667,2.660333333,marine,marine,marine
2015_phd_verhelst_eel,me-7-2,51.082219,4.366229,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,M-6,51.05546566,4.442865645,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,ws-13,51.4071859,3.7080883,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,ws-W7,51.410173,3.454515,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,bpns-W1,51.391333,3.303666667,marine,marine,marine
2015_phd_verhelst_eel,bpns-Trapegeer,51.14033333,2.573,marine,marine,marine
2015_phd_verhelst_eel,du-Hamveer,51.10507,4.14106,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,bpns-WK12,51.461167,3.107,marine,marine,marine
2015_phd_verhelst_eel,ws-FZ2,51.42601,4.03575,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,bpns-S4,51.417167,3.0475,marine,marine,marine
2015_phd_verhelst_eel,bpns-A1BIS,51.361333,2.967,marine,marine,marine
2015_phd_verhelst_eel,bpns-S7,51.399667,3.173666667,marine,marine,marine
2015_phd_verhelst_eel,bpns-O6,51.243106,2.917725,marine,marine,marine
2015_phd_verhelst_eel,M-4,51.02483717,4.495207458,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,M-4A,51.025057,4.495476,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,M-3,51.0229057,4.497271313,freshwater,freshwater,freshwater
2015_phd_verhelst_eel,M-2,51.02082596,4.498485779,freshwater,freshwater,freshwater
2015_phd_verhelst_eel,M-1,51.01136918,4.520968635,freshwater,freshwater,freshwater
2015_phd_verhelst_eel,M-5,51.0340958,4.471940005,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,s-Dendermonde2,51.036148,4.108625,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,bpns-KB2,51.350667,2.703666667,marine,marine,marine
2015_phd_verhelst_eel,bpns-middelkerkebank,51.3033,2.7125,marine,marine,marine
2015_phd_verhelst_eel,bpns-nieuwpoortbank,51.1695,2.6015,marine,marine,marine
2015_phd_verhelst_eel,ws-borssele,51.43161667,3.704916667,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,PC4C-C05-2,51.667924,2.801819,marine,marine,marine
2015_phd_verhelst_eel,PC4C-C05-9,51.670454,2.801809,marine,marine,marine
2015_phd_verhelst_eel,ws-GVWSP,51.447341,3.470514,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,bpns-Cpowerreefballs-CPOD,51.58,2.99549,marine,marine,marine
2015_phd_verhelst_eel,bpns-zbe1,51.364298,3.200701,marine,marine,marine
2015_phd_verhelst_eel,bpns-ZA2,51.3513,3.19883,marine,marine,marine
2015_phd_verhelst_eel,ws-F53,51.41672,4.02487,tidal_brackish,tidal_brackish,tidal
2015_phd_verhelst_eel,bpns-WK14,51.3685,3.262,marine,marine,marine
2015_phd_verhelst_eel,rel_schelde1,51.124754,4.278577,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,rel_dijle,51.02483717,4.495207458,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,rel_schelde2,51.03861,4.1177,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,rel_schelde3,51.019206,3.969569,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,rel_schelde4,51.046759,4.185935,tidal_freshwater,tidal_freshwater,tidal
2015_phd_verhelst_eel,rel_schelde5,51.006681,3.77807,tidal_freshwater,tidal_freshwater,tidal
2013_stour,stour_1,51.96949,0.97145,freshwater,freshwater,freshwater
2013_stour,stour_2,51.961682,0.993104,freshwater,freshwater,freshwater
2013_stour,stour_3,51.961941,0.993163,freshwater,freshwater,freshwater
2013_stour,stour_4,51.96285,0.994314,freshwater,freshwater,freshwater
2013_stour,stour_5,51.959644,1.0196169,freshwater,freshwater,freshwater
2013_stour,stour_6,51.959032,1.020471,freshwater,freshwater,freshwater
2013_stour,stour_13,51.953715,1.0508453,freshwater,freshwater,freshwater
2013_stour,stour_14,51.956033,1.0575771,freshwater,freshwater,freshwater
2013_stour,stour_17,51.948438,1.0691403,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_18,51.949731,1.1028213,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_19,51.948365,1.1089126,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_20,51.950508,1.1701495,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_23,51.951523,1.2558098,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_24,51.948847,1.2650766,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_25,51.950917,1.2705109,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_15,51.952997,1.053912,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_21,51.953781,1.1725204,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_10,51.954727,1.026006,freshwater,freshwater,freshwater
2013_stour,stour_16,51.955617,1.05831,tidal_brackish,tidal_brackish,tidal
2013_stour,stour_8,51.958792,1.02105,freshwater,freshwater,freshwater
2013_stour,stour_7,51.959042,1.021295,freshwater,freshwater,freshwater
2013_stour,stour_9,51.958462,1.0211455,freshwater,freshwater,freshwater
2013_stour,stour_11,51.955864,1.025804,freshwater,freshwater,freshwater
2013_stour,stour_12,51.956452,1.054645,freshwater,freshwater,freshwater
2013_stour,stour_22,51.950541,1.2363358,tidal_brackish,tidal_brackish,tidal
2013_stour,rel_stour1,51.96949,0.97145,freshwater,freshwater,freshwater
2013_stour,rel_stour2,51.959042,1.021295,freshwater,freshwater,freshwater
2013_albertkanaal,HH5,51.016368,5.233414,freshwater,freshwater,freshwater
2013_albertkanaal,HH6,51.041797,5.21874,freshwater,freshwater,freshwater
2013_albertkanaal,HH7,51.055307,5.208966,freshwater,freshwater,freshwater
2013_albertkanaal,HH8,51.076378,5.170783,freshwater,freshwater,freshwater
2013_albertkanaal,HH9,51.092742,5.137916,freshwater,freshwater,freshwater
2013_albertkanaal,S13,51.097103,5.111644,freshwater,freshwater,freshwater
2013_albertkanaal,S09,51.097162,5.11063,freshwater,freshwater,freshwater
2013_albertkanaal,S12,51.096669,5.111477,freshwater,freshwater,freshwater
2013_albertkanaal,S02,51.096973,5.110242,freshwater,freshwater,freshwater
2013_albertkanaal,S08,51.097872,5.109724,freshwater,freshwater,freshwater
2013_albertkanaal,ak-29,51.096888,5.1133155,freshwater,freshwater,freshwater
2013_albertkanaal,S18,51.097433,5.109707,freshwater,freshwater,freshwater
2013_albertkanaal,S17,51.098163,5.109424,freshwater,freshwater,freshwater
2013_albertkanaal,S16,51.097907,5.109191,freshwater,freshwater,freshwater
2013_albertkanaal,ak-28,51.096684,5.108784,freshwater,freshwater,freshwater
2013_albertkanaal,ak-32,51.098211,5.108959,freshwater,freshwater,freshwater
2013_albertkanaal,ak-33,51.0985513,5.1029468,freshwater,freshwater,freshwater
2013_albertkanaal,HH4,50.99323,5.245137,freshwater,freshwater,freshwater
2013_albertkanaal,S15,51.09763,5.108964,freshwater,freshwater,freshwater
2013_albertkanaal,ak-31,51.097875,5.108846,freshwater,freshwater,freshwater
2013_albertkanaal,HH3,50.973296,5.270083,freshwater,freshwater,freshwater
2013_albertkanaal,HH2,50.965597,5.287241,freshwater,freshwater,freshwater
2013_albertkanaal,HH1,50.941845,5.334551,freshwater,freshwater,freshwater
2013_albertkanaal,ak-30,51.097208,5.109596,freshwater,freshwater,freshwater
2013_albertkanaal,ak-34,51.1282853,5.1413858,freshwater,freshwater,freshwater
2013_albertkanaal,HH10,51.154979,5.147086,freshwater,freshwater,freshwater
2013_albertkanaal,ak-35,51.1576335,4.8653041,freshwater,freshwater,freshwater
2013_albertkanaal,S07,51.096973,5.110242,freshwater,freshwater,freshwater
2013_albertkanaal,S14,51.098103,5.110244,freshwater,freshwater,freshwater
2013_albertkanaal,S10,51.097225,5.110328,freshwater,freshwater,freshwater
2013_albertkanaal,HH11,51.194393,5.155753,freshwater,freshwater,freshwater
2013_albertkanaal,ak-36,51.159335,4.85635,freshwater,freshwater,freshwater
2013_albertkanaal,ak-39,51.2248728,4.544249,freshwater,freshwater,freshwater
2013_albertkanaal,ak-40,51.2281277,4.5332846,freshwater,freshwater,freshwater
2013_albertkanaal,ak-42,51.242076,4.403539,freshwater,freshwater,freshwater
2013_albertkanaal,ak-2,50.618026,5.591871,freshwater,freshwater,freshwater
2013_albertkanaal,ak-3,50.62285,5.580676,freshwater,freshwater,freshwater
2013_albertkanaal,ak-1,50.614739,5.579158,freshwater,freshwater,freshwater
2013_albertkanaal,ak-5,50.627465,5.573548,freshwater,freshwater,freshwater
2013_albertkanaal,ak-4,50.637293,5.580214,freshwater,freshwater,freshwater
2013_albertkanaal,ak-8,50.648447,5.603056,freshwater,freshwater,freshwater
2013_albertkanaal,ak-9,50.650369,5.611382,freshwater,freshwater,freshwater
2013_albertkanaal,ak-10,50.654402,5.622823,freshwater,freshwater,freshwater
2013_albertkanaal,ak-11,50.65697,5.626992,freshwater,freshwater,freshwater
2013_albertkanaal,ak-6,50.633529,5.576963,freshwater,freshwater,freshwater
2013_albertkanaal,ak-7,50.636918,5.585103,freshwater,freshwater,freshwater
2013_albertkanaal,ma-1,50.863936,5.699716,freshwater,freshwater,freshwater
2013_albertkanaal,ma-5,50.882698,5.706716,freshwater,freshwater,freshwater
2013_albertkanaal,ma-2,50.865472,5.697744,freshwater,freshwater,freshwater
2013_albertkanaal,ma-6,51.637577,5.996046,freshwater,freshwater,freshwater
2013_albertkanaal,ma-8,51.636119,5.992666,freshwater,freshwater,freshwater
2013_albertkanaal,ma-9,51.637191,5.993428,freshwater,freshwater,freshwater
2013_albertkanaal,ak-17,50.807726,5.674801,freshwater,freshwater,freshwater
2013_albertkanaal,ak-19,50.8608382,5.6386158,freshwater,freshwater,freshwater
2013_albertkanaal,ak-21,50.8887819,5.5749605,freshwater,freshwater,freshwater
2013_albertkanaal,ak-22,50.9356423,5.4970086,freshwater,freshwater,freshwater
2013_albertkanaal,ma-7,51.637311,5.993471,freshwater,freshwater,freshwater
2013_albertkanaal,ak-23,50.9357743,5.487716,freshwater,freshwater,freshwater
2013_albertkanaal,ak-24,50.9380396,5.4373164,freshwater,freshwater,freshwater
2013_albertkanaal,ak-25,50.9385133,5.4270421,freshwater,freshwater,freshwater
2013_albertkanaal,ak-26,50.9406125,5.3743823,freshwater,freshwater,freshwater
2013_albertkanaal,ak-27,50.9406792,5.3643243,freshwater,freshwater,freshwater
2013_albertkanaal,ak-x,51.097476,5.109196,freshwater,freshwater,freshwater
2013_albertkanaal,ak-14,50.714109,5.672638,freshwater,freshwater,freshwater
